Customer_ID,Age,Gender,City,Annual_Income,Purchase_Category,Total_Purchases,Avg_Purchase_Value,Payment_Type,Satisfaction_Score,Subscription_Status
706,27,Female,Ahmedabad,57852,Sports,25,342.46,Net Banking,3.7,Active
707,20,Male,Jaipur,103548,Beauty,55,221.58,UPI,4.4,Active
708,39,Female,Pune,32881,Home Decor,42,296.25,Cash,4.1,Inactive
709,64,Male,Jaipur,64224,Groceries,21,278.33,UPI,1.0,Active
710,22,Male,Hyderabad,32805,Clothing,44,228.51,Debit Card,3.9,Active
711,20,Male,Surat,32050,Electronics,39,331.74,Debit Card,4.8,Inactive
712,63,Male,Mumbai,99257,Groceries,25,331.63,UPI,3.3,Active
713,29,Male,Delhi,53205,Home Decor,30,333.63,Credit Card,3.6,Active
714,35,Female,Chennai,53729,Groceries,50,46.26,Credit Card,2.5,Active
715,39,Male,Pune,54690,Groceries,29,44.01,Debit Card,3.4,Active
716,29,Female,Mumbai,38857,Books,14,310.84,Credit Card,4.7,Inactive
717,24,Male,Mumbai,29229,Home Decor,50,228.48,Cash,1.6,Inactive
718,20,Female,Pune,39871,Beauty,58,201.75,Credit Card,3.1,Inactive
719,49,Female,Hyderabad,72941,Clothing,35,120.66,Cash,4.8,Active
720,70,Female,Mumbai,94349,Beauty,22,344.1,Cash,1.2,Active
721,59,Male,Chennai,90074,Beauty,6,422.18,Online Wallet,3.6,Active
722,20,Female,Bengaluru,59173,Books,58,62.32,UPI,2.4,Active
723,23,Female,Bengaluru,38342,Electronics,13,22.43,Net Banking,2.0,Active
724,68,Female,Kolkata,89984,Sports,2,28.15,Credit Card,2.4,Inactive
725,43,Male,Bengaluru,105701,Sports,44,436.4,Net Banking,1.6,Active
726,55,Male,Mumbai,24833,Groceries,32,330.38,Cash,4.6,Inactive
727,33,Male,Ahmedabad,42577,Electronics,58,160.6,Credit Card,2.8,Active
728,55,Male,Mumbai,34965,Sports,39,401.6,Debit Card,1.3,Active
729,39,Female,Chennai,35833,Groceries,21,419.85,Debit Card,4.1,Inactive
730,39,Male,Mumbai,55899,Groceries,49,213.43,UPI,2.5,Active
731,28,Female,Bengaluru,96282,Electronics,9,58.98,UPI,3.4,Inactive
732,19,Female,Mumbai,20832,Electronics,12,463.81,UPI,3.6,Inactive
733,44,Female,Delhi,47021,Groceries,41,142.77,Cash,2.6,Active
734,29,Male,Surat,43593,Sports,40,475.65,UPI,4.3,Active
735,44,Male,Jaipur,50885,Footwear,8,493.44,Credit Card,3.5,Inactive
736,52,Male,Kolkata,102111,Footwear,18,36.0,Credit Card,4.2,Active
737,61,Female,Kolkata,43111,Groceries,43,462.11,Credit Card,3.6,Active
738,45,Female,Chennai,100847,Sports,3,61.17,Credit Card,4.7,Active
739,68,Male,Kolkata,87489,Clothing,5,448.59,UPI,2.8,Inactive
740,44,Male,Chennai,50154,Clothing,21,121.61,Debit Card,4.0,Active
741,30,Female,Bengaluru,29637,Sports,38,247.36,Cash,1.6,Inactive
742,47,Male,Hyderabad,68953,Groceries,30,362.71,UPI,2.4,Active
743,35,Male,Chennai,36673,Electronics,45,288.65,Online Wallet,1.5,Inactive
744,47,Female,Delhi,119659,Beauty,15,444.34,Net Banking,1.6,Active
745,68,Male,Surat,92450,Footwear,6,211.73,Net Banking,3.0,Inactive
746,55,Female,Kolkata,56591,Electronics,47,219.77,Debit Card,2.0,Active
747,45,Male,Surat,39525,Electronics,27,490.29,Credit Card,5.0,Inactive
748,50,Male,Hyderabad,89615,Books,31,406.76,UPI,4.3,Active
749,46,Female,Bengaluru,30890,Electronics,45,368.58,Debit Card,1.5,Active
750,59,Male,Ahmedabad,82886,Home Decor,11,354.62,Net Banking,4.0,Active
751,19,Female,Kolkata,38169,Books,12,397.03,Online Wallet,3.5,Inactive
752,18,Male,Hyderabad,110538,Beauty,34,26.03,Cash,4.0,Active
753,62,Male,Mumbai,101324,Beauty,48,466.8,Net Banking,4.8,Active
754,61,Female,Ahmedabad,34544,Books,24,238.02,Credit Card,2.5,Active
755,53,Male,Jaipur,112974,Footwear,9,490.81,Debit Card,3.2,Inactive
756,65,Male,Bengaluru,62003,Beauty,58,141.01,UPI,2.7,Active
757,21,Male,Chennai,65249,Sports,32,255.71,Credit Card,2.9,Active
758,52,Female,Kolkata,101389,Beauty,52,339.92,UPI,4.2,Active
759,22,Male,Kolkata,31443,Clothing,26,449.99,Online Wallet,4.8,Active
760,28,Female,Mumbai,111367,Groceries,32,83.74,Debit Card,3.1,Active
761,58,Male,Pune,74596,Groceries,31,179.88,Cash,4.0,Active
762,19,Female,Bengaluru,28250,Electronics,56,402.97,Net Banking,3.6,Active
763,39,Female,Kolkata,97772,Sports,30,159.0,Debit Card,4.6,Active
764,37,Male,Pune,49724,Sports,24,485.65,Credit Card,1.6,Active
765,36,Female,Delhi,101085,Groceries,46,272.31,Debit Card,4.9,Active
766,63,Male,Delhi,51182,Clothing,3,496.95,Net Banking,1.5,Active
767,29,Male,Jaipur,112685,Electronics,43,165.3,Online Wallet,1.6,Active
768,46,Male,Jaipur,59526,Clothing,59,22.21,Cash,4.1,Active
769,47,Female,Delhi,20562,Beauty,42,355.67,Cash,4.6,Inactive
770,66,Male,Surat,115491,Sports,22,347.68,UPI,2.9,Active
771,20,Male,Jaipur,35319,Home Decor,2,206.8,Debit Card,2.8,Active
772,21,Male,Surat,89000,Footwear,51,468.48,Online Wallet,1.8,Active
773,23,Female,Mumbai,87081,Books,13,250.33,Net Banking,3.4,Active
774,21,Female,Hyderabad,39391,Books,24,199.2,Credit Card,2.1,Active
775,46,Male,Bengaluru,115401,Sports,48,496.37,Cash,2.2,Active
776,69,Female,Hyderabad,38293,Clothing,10,111.81,Cash,5.0,Inactive
777,39,Male,Surat,119105,Books,6,13.24,UPI,4.7,Active
778,53,Female,Surat,118991,Groceries,13,101.14,Cash,2.2,Active
779,49,Male,Pune,96704,Home Decor,32,284.05,Cash,1.9,Active
780,68,Male,Delhi,54429,Home Decor,41,418.78,Cash,1.5,Active
781,60,Female,Hyderabad,43510,Sports,59,347.04,Debit Card,1.1,Inactive
782,49,Male,Surat,117722,Beauty,38,245.44,Cash,4.5,Active
783,58,Female,Mumbai,68916,Electronics,55,137.17,Net Banking,1.2,Active
784,38,Female,Delhi,66843,Groceries,4,143.61,Cash,3.5,Inactive
785,21,Female,Pune,89417,Clothing,33,104.97,UPI,1.7,Active
786,24,Male,Jaipur,62284,Beauty,53,424.05,Online Wallet,2.1,Active
787,62,Female,Mumbai,90047,Beauty,53,80.42,Debit Card,3.1,Active
788,41,Female,Hyderabad,64605,Groceries,7,116.76,Net Banking,1.9,Active
789,53,Male,Hyderabad,80357,Clothing,8,411.23,Credit Card,2.9,Active
790,41,Male,Kolkata,98335,Beauty,12,357.85,Credit Card,4.0,Active
791,25,Male,Delhi,110995,Groceries,45,121.02,Debit Card,1.8,Active
792,23,Female,Mumbai,30188,Electronics,50,247.28,Cash,1.2,Active
793,68,Male,Kolkata,35587,Home Decor,3,42.46,UPI,1.0,Active
794,25,Male,Surat,46217,Groceries,43,182.25,Credit Card,1.6,Active
795,65,Female,Surat,65591,Beauty,11,429.02,UPI,3.5,Active
796,50,Male,Mumbai,95777,Electronics,34,116.33,Debit Card,4.9,Active
797,28,Male,Mumbai,48051,Sports,24,352.09,Debit Card,2.8,Active
798,24,Male,Chennai,69756,Books,14,261.98,Cash,1.5,Active
799,38,Male,Kolkata,34459,Groceries,32,383.51,UPI,2.2,Inactive
800,23,Female,Kolkata,35167,Books,19,233.9,UPI,2.2,Inactive
801,46,Male,Jaipur,73383,Home Decor,55,219.7,Credit Card,4.6,Active
802,69,Female,Chennai,43500,Electronics,44,250.91,Credit Card,2.6,Inactive
803,61,Male,Mumbai,38791,Books,26,350.57,Credit Card,4.0,Inactive
804,28,Male,Chennai,46094,Beauty,13,301.53,Cash,1.5,Active
805,45,Female,Pune,113519,Home Decor,49,396.85,UPI,4.8,Active
806,40,Female,Surat,73011,Sports,33,146.66,Cash,1.4,Active
807,34,Female,Kolkata,50254,Groceries,2,58.81,Credit Card,4.3,Active
808,19,Male,Hyderabad,99244,Beauty,10,158.35,Net Banking,1.4,Active
809,66,Female,Kolkata,46467,Home Decor,43,253.97,Net Banking,2.0,Active
810,39,Male,Ahmedabad,76414,Clothing,25,230.56,Cash,2.8,Active
811,20,Male,Delhi,92963,Home Decor,57,355.97,Cash,2.7,Active
812,37,Female,Kolkata,34336,Sports,43,281.35,Net Banking,3.3,Active
813,28,Male,Hyderabad,54523,Sports,38,485.73,Net Banking,3.7,Active
814,67,Female,Chennai,28050,Electronics,38,32.11,Online Wallet,2.4,Inactive
815,19,Female,Hyderabad,32759,Books,23,496.05,Cash,2.4,Inactive
816,33,Male,Pune,97664,Clothing,59,347.12,Online Wallet,1.5,Active
817,28,Male,Jaipur,62744,Electronics,30,332.31,Cash,3.3,Active
818,44,Female,Ahmedabad,111220,Sports,38,20.9,Online Wallet,2.5,Active
819,42,Female,Surat,32809,Sports,7,348.52,Debit Card,2.3,Inactive
820,66,Female,Delhi,100586,Home Decor,24,485.02,Debit Card,3.0,Active
821,68,Male,Jaipur,48059,Home Decor,17,33.29,Net Banking,2.6,Active
822,32,Male,Surat,32416,Beauty,18,42.96,Net Banking,2.9,Active
823,68,Male,Pune,86144,Home Decor,28,335.09,Online Wallet,1.8,Active
824,43,Female,Surat,87550,Sports,43,384.09,Debit Card,4.5,Active
825,58,Male,Surat,85431,Footwear,43,481.44,UPI,4.8,Active
826,35,Female,Surat,115238,Electronics,34,108.32,Cash,1.6,Active
827,27,Female,Hyderabad,73773,Beauty,56,416.81,Credit Card,3.5,Active
828,44,Female,Pune,104678,Groceries,17,346.56,Debit Card,2.6,Active
829,25,Male,Bengaluru,23631,Footwear,52,415.34,Cash,2.9,Inactive
830,45,Male,Bengaluru,40887,Home Decor,9,24.28,Online Wallet,3.6,Active
831,20,Female,Ahmedabad,27251,Clothing,21,304.78,Credit Card,4.6,Active
832,41,Male,Hyderabad,114926,Groceries,16,64.85,UPI,3.0,Active
833,25,Female,Kolkata,31829,Footwear,39,69.92,Online Wallet,2.3,Inactive
834,42,Male,Hyderabad,48574,Groceries,7,95.83,Online Wallet,2.8,Active
835,55,Male,Kolkata,89922,Beauty,45,474.87,Online Wallet,3.2,Active
836,48,Male,Pune,38993,Beauty,31,360.68,Online Wallet,1.1,Inactive
837,56,Male,Ahmedabad,110529,Footwear,17,280.84,Online Wallet,3.6,Active
838,62,Female,Mumbai,90111,Footwear,55,226.78,Credit Card,4.6,Active
839,43,Female,Pune,31829,Footwear,20,113.09,Debit Card,4.7,Inactive
840,69,Female,Ahmedabad,55918,Clothing,53,391.93,Cash,2.9,Active
841,44,Female,Hyderabad,33159,Groceries,45,137.88,Credit Card,2.4,Inactive
842,70,Female,Kolkata,111122,Electronics,49,35.53,UPI,1.7,Active
843,46,Male,Ahmedabad,72515,Footwear,41,159.72,Net Banking,1.3,Active
844,28,Male,Jaipur,113528,Groceries,55,301.07,Cash,4.2,Active
845,38,Female,Kolkata,116360,Groceries,17,95.0,Net Banking,4.3,Active
846,69,Female,Bengaluru,31062,Books,24,99.13,Cash,4.8,Inactive
847,32,Male,Ahmedabad,93207,Footwear,59,53.6,Cash,1.8,Active
848,62,Male,Ahmedabad,72564,Books,39,137.48,Credit Card,4.8,Active
849,28,Male,Ahmedabad,114186,Books,50,460.79,Cash,4.3,Active
850,49,Male,Bengaluru,113528,Footwear,13,473.57,Online Wallet,2.2,Active
851,49,Female,Delhi,76532,Footwear,39,115.63,Online Wallet,3.9,Active
852,30,Female,Delhi,73546,Groceries,2,152.19,Online Wallet,1.9,Active
853,33,Female,Surat,109688,Sports,6,15.06,Debit Card,4.5,Inactive
854,43,Male,Hyderabad,112858,Books,48,302.63,Credit Card,1.4,Active
855,21,Male,Chennai,50781,Sports,59,183.61,Net Banking,4.8,Active
856,69,Male,Ahmedabad,53247,Books,20,488.99,UPI,2.5,Active
857,53,Male,Surat,43510,Home Decor,11,256.84,Online Wallet,4.5,Active
858,38,Female,Delhi,54131,Clothing,21,31.64,Debit Card,3.0,Active
859,35,Female,Hyderabad,57083,Home Decor,40,416.5,Online Wallet,3.1,Active
860,45,Male,Chennai,116582,Sports,49,475.52,Net Banking,4.4,Active
861,60,Female,Ahmedabad,44762,Groceries,4,122.63,Credit Card,2.9,Active
862,47,Female,Mumbai,84868,Electronics,29,184.69,UPI,3.2,Active
863,47,Female,Mumbai,114340,Groceries,8,181.31,Debit Card,4.5,Active
864,28,Female,Surat,106918,Footwear,38,499.02,Credit Card,3.1,Active
865,54,Male,Hyderabad,30070,Footwear,50,254.07,Credit Card,4.5,Active
866,61,Male,Hyderabad,68963,Clothing,54,168.53,Credit Card,1.3,Active
867,63,Female,Kolkata,102359,Home Decor,39,332.42,Online Wallet,4.9,Active
868,59,Female,Chennai,115885,Groceries,14,433.01,UPI,2.1,Active
869,69,Male,Mumbai,91716,Books,6,205.44,Debit Card,2.0,Inactive
870,43,Male,Ahmedabad,47292,Groceries,25,391.95,Online Wallet,3.6,Active
871,59,Male,Mumbai,59131,Sports,52,221.86,Online Wallet,4.6,Active
872,56,Male,Chennai,107231,Clothing,54,190.05,Debit Card,3.0,Active
873,42,Female,Pune,93801,Books,6,380.68,Online Wallet,3.5,Active
874,45,Male,Ahmedabad,87284,Beauty,30,341.46,UPI,3.7,Active
875,27,Female,Jaipur,102517,Clothing,19,239.43,Credit Card,4.6,Active
876,48,Female,Delhi,36749,Home Decor,54,131.84,Cash,2.2,Active
877,22,Male,Jaipur,34107,Books,27,56.3,UPI,3.9,Inactive
878,40,Female,Surat,30717,Electronics,8,372.85,Cash,1.7,Active
879,43,Male,Mumbai,74558,Home Decor,21,297.73,Cash,4.0,Active
880,46,Female,Chennai,44535,Footwear,12,48.33,Net Banking,2.0,Inactive
881,45,Male,Ahmedabad,71764,Clothing,1,94.15,Cash,2.8,Active
882,60,Female,Pune,101067,Beauty,45,340.16,UPI,3.7,Active
883,69,Female,Mumbai,36395,Groceries,1,103.49,Credit Card,3.8,Active
884,19,Male,Kolkata,105016,Groceries,42,128.47,UPI,4.4,Active
885,52,Male,Mumbai,59441,Sports,10,242.25,Credit Card,1.5,Inactive
886,65,Female,Kolkata,81799,Electronics,56,230.26,Debit Card,1.8,Active
887,54,Female,Ahmedabad,63758,Electronics,7,318.9,UPI,2.7,Active
888,49,Female,Ahmedabad,83897,Books,32,261.54,UPI,3.4,Active
889,61,Female,Bengaluru,113623,Electronics,34,19.32,Net Banking,2.3,Active
890,22,Female,Hyderabad,82041,Clothing,32,315.12,UPI,2.4,Active
891,62,Female,Ahmedabad,41146,Home Decor,47,104.18,Online Wallet,2.8,Inactive
892,55,Female,Surat,113742,Sports,9,442.75,UPI,3.8,Inactive
893,61,Female,Kolkata,41237,Footwear,19,348.44,Credit Card,3.7,Active
894,30,Male,Surat,84511,Clothing,51,213.83,Cash,2.2,Active
895,31,Male,Ahmedabad,67026,Home Decor,23,341.69,Debit Card,4.3,Active
896,50,Male,Mumbai,64267,Books,8,312.61,Credit Card,3.2,Active
897,39,Female,Ahmedabad,93010,Home Decor,58,84.08,UPI,4.5,Active
898,56,Male,Ahmedabad,77386,Sports,54,380.32,Credit Card,4.1,Active
899,57,Male,Jaipur,25501,Clothing,11,318.66,Debit Card,4.6,Active
900,36,Female,Jaipur,85325,Clothing,10,327.08,Online Wallet,4.3,Active
901,30,Female,Hyderabad,20863,Footwear,54,406.48,Online Wallet,2.1,Active
902,35,Female,Hyderabad,67270,Footwear,10,379.07,Net Banking,2.7,Active
903,69,Female,Hyderabad,73648,Sports,55,262.92,UPI,2.4,Active
904,19,Female,Delhi,21303,Clothing,6,175.77,Cash,4.9,Active
905,21,Female,Ahmedabad,106530,Groceries,58,291.53,UPI,4.9,Active
906,69,Female,Hyderabad,72691,Home Decor,47,373.92,Online Wallet,1.0,Active
907,35,Male,Hyderabad,78482,Footwear,57,276.77,Net Banking,3.6,Active
908,62,Female,Hyderabad,45859,Home Decor,6,28.12,Online Wallet,2.6,Inactive
909,26,Female,Bengaluru,32166,Home Decor,34,176.95,UPI,1.6,Active
910,68,Female,Bengaluru,59838,Books,33,64.12,Credit Card,4.4,Active
911,34,Female,Mumbai,26256,Clothing,29,156.0,UPI,1.0,Active
912,33,Male,Chennai,59216,Home Decor,43,394.55,UPI,3.3,Active
913,26,Female,Jaipur,116667,Footwear,7,170.65,Net Banking,1.8,Inactive
914,47,Male,Delhi,113276,Books,54,211.91,Credit Card,1.2,Active
915,26,Female,Bengaluru,78479,Clothing,24,341.64,Cash,3.4,Active
916,51,Female,Pune,96585,Sports,41,217.48,Cash,3.8,Active
917,49,Female,Delhi,38919,Groceries,32,358.46,Debit Card,4.9,Inactive
918,51,Male,Bengaluru,79694,Sports,3,375.78,Net Banking,2.5,Inactive
919,56,Female,Mumbai,35842,Beauty,37,151.9,Net Banking,1.6,Active
920,41,Female,Pune,83691,Electronics,51,80.01,Net Banking,2.7,Active
921,37,Female,Bengaluru,43996,Sports,1,69.94,Online Wallet,1.3,Active
922,48,Female,Surat,79293,Beauty,51,194.88,UPI,4.3,Active
923,26,Male,Jaipur,103422,Sports,49,230.47,Cash,1.6,Active
924,64,Female,Mumbai,101889,Books,25,124.08,Cash,2.4,Active
925,20,Female,Pune,104661,Clothing,56,91.15,Credit Card,3.3,Active
926,68,Female,Jaipur,104562,Clothing,42,284.08,Debit Card,4.8,Active
927,52,Male,Surat,88387,Footwear,49,243.16,Credit Card,1.5,Active
928,52,Male,Ahmedabad,56039,Footwear,16,416.55,Net Banking,2.8,Active
929,69,Female,Hyderabad,97187,Electronics,32,432.37,Credit Card,2.4,Active
930,29,Female,Ahmedabad,89193,Beauty,25,136.02,Credit Card,4.9,Active
931,52,Male,Pune,38878,Groceries,17,386.47,Debit Card,2.2,Active
932,28,Male,Surat,62636,Groceries,2,359.52,Online Wallet,2.6,Active
933,44,Female,Pune,69219,Clothing,4,109.25,Net Banking,3.3,Active
934,66,Female,Mumbai,55296,Electronics,21,237.76,Cash,1.3,Active
935,19,Female,Bengaluru,22440,Home Decor,36,482.1,UPI,1.4,Inactive
936,59,Male,Pune,94481,Books,29,51.12,UPI,3.0,Active
937,68,Male,Chennai,90836,Groceries,51,130.13,Cash,4.8,Active
938,53,Female,Ahmedabad,20131,Sports,54,314.16,UPI,4.9,Active
939,48,Female,Surat,52884,Books,23,422.79,Debit Card,3.3,Active
940,50,Female,Ahmedabad,41157,Clothing,20,53.96,UPI,1.5,Active
941,53,Female,Hyderabad,47636,Beauty,57,344.23,Online Wallet,3.5,Active
942,66,Female,Pune,52234,Beauty,22,113.21,Net Banking,2.3,Active
943,62,Male,Ahmedabad,99794,Sports,1,451.71,UPI,1.7,Inactive
944,62,Female,Hyderabad,90533,Clothing,51,439.59,UPI,1.3,Active
945,19,Female,Mumbai,66267,Books,53,304.64,Cash,1.7,Active
946,67,Male,Mumbai,80646,Beauty,60,104.57,Credit Card,1.9,Active
947,19,Female,Chennai,45101,Clothing,53,310.59,Online Wallet,4.2,Active
948,32,Male,Kolkata,67579,Electronics,18,251.49,UPI,3.8,Active
949,31,Male,Bengaluru,103681,Books,8,436.26,Net Banking,3.0,Active
950,30,Male,Mumbai,97091,Groceries,48,41.87,Online Wallet,4.7,Active
951,32,Female,Bengaluru,108864,Electronics,45,342.09,Net Banking,2.0,Active
952,53,Female,Ahmedabad,75982,Electronics,55,469.99,Cash,4.4,Active
953,44,Female,Mumbai,109151,Sports,32,187.12,Credit Card,4.5,Active
954,32,Male,Pune,75058,Sports,21,12.53,Debit Card,2.3,Active
955,54,Male,Bengaluru,110380,Books,5,459.33,Debit Card,1.7,Active
956,58,Male,Ahmedabad,82910,Books,52,21.77,UPI,4.7,Active
957,34,Male,Mumbai,82072,Footwear,22,417.93,Online Wallet,3.1,Active
958,33,Male,Surat,101207,Sports,49,56.88,Cash,3.3,Active
959,23,Male,Ahmedabad,69465,Beauty,57,425.37,Credit Card,4.1,Active
960,21,Female,Ahmedabad,59514,Books,5,59.9,Credit Card,3.2,Active
961,42,Female,Mumbai,100911,Books,15,433.65,UPI,3.5,Active
962,47,Female,Kolkata,76112,Clothing,22,328.95,UPI,4.1,Active
963,47,Female,Surat,45228,Clothing,7,16.02,UPI,1.3,Inactive
964,30,Male,Jaipur,53591,Beauty,27,245.89,Net Banking,2.8,Active
965,33,Male,Ahmedabad,27928,Groceries,20,296.42,Net Banking,4.8,Inactive
966,37,Male,Delhi,81541,Home Decor,39,178.02,Online Wallet,4.9,Active
967,51,Male,Ahmedabad,51114,Electronics,28,178.47,Debit Card,3.6,Active
968,30,Male,Chennai,44819,Sports,45,349.0,Cash,3.4,Active
969,55,Female,Surat,59273,Books,22,89.52,Cash,4.5,Active
970,20,Female,Bengaluru,20484,Footwear,45,122.83,Net Banking,1.9,Active
971,67,Female,Hyderabad,46911,Books,12,414.78,Credit Card,2.5,Active
972,22,Female,Ahmedabad,92704,Clothing,10,152.38,Debit Card,3.5,Inactive
973,41,Male,Ahmedabad,46099,Footwear,19,95.33,Online Wallet,3.9,Active
974,39,Male,Delhi,45688,Electronics,12,423.01,Credit Card,1.1,Active
975,61,Male,Hyderabad,105835,Clothing,22,468.7,Online Wallet,2.8,Active
976,41,Female,Delhi,89065,Books,57,358.36,Credit Card,1.6,Active
977,26,Male,Bengaluru,89803,Books,45,193.39,Net Banking,2.7,Active
978,58,Male,Ahmedabad,100744,Footwear,55,272.38,Debit Card,2.3,Active
979,21,Female,Delhi,86619,Sports,14,366.38,Cash,4.2,Active
980,57,Male,Delhi,86665,Books,49,442.39,Net Banking,2.5,Active
981,51,Female,Delhi,62182,Beauty,34,350.31,UPI,4.8,Active
982,48,Female,Surat,72552,Electronics,14,117.57,Debit Card,2.8,Active
983,33,Female,Bengaluru,60107,Books,57,194.77,Debit Card,4.7,Active
984,41,Female,Jaipur,31109,Groceries,49,51.17,Cash,3.1,Active
985,20,Female,Jaipur,101412,Beauty,28,231.06,Cash,2.6,Active
986,69,Female,Chennai,55785,Books,2,97.99,Debit Card,2.1,Active
987,23,Female,Jaipur,87212,Clothing,51,145.45,Debit Card,1.4,Active
988,22,Female,Ahmedabad,91568,Footwear,22,106.36,Online Wallet,2.0,Active
989,65,Female,Bengaluru,112489,Groceries,55,378.67,UPI,3.2,Active
990,34,Male,Pune,56942,Beauty,51,498.45,Cash,4.3,Active
991,66,Male,Kolkata,105733,Groceries,56,204.78,Debit Card,3.9,Active
992,31,Female,Bengaluru,87610,Sports,47,409.05,Online Wallet,4.2,Active
993,38,Male,Hyderabad,111480,Books,14,224.95,Net Banking,1.1,Active
994,26,Male,Pune,116705,Electronics,32,407.1,Online Wallet,2.4,Active
995,44,Female,Hyderabad,119987,Home Decor,21,297.61,Net Banking,4.1,Active
996,26,Male,Chennai,94473,Books,25,110.06,Cash,1.3,Active
997,42,Male,Kolkata,34239,Beauty,37,481.35,UPI,4.6,Active
998,24,Male,Ahmedabad,110311,Sports,2,101.48,Credit Card,4.6,Active
999,31,Male,Pune,106451,Clothing,30,38.15,Net Banking,1.0,Active
1000,38,Female,Hyderabad,40582,Clothing,9,272.86,Cash,4.0,Active
1001,31,Male,Bengaluru,60600,Books,53,357.74,Cash,1.6,Active
1002,54,Female,Surat,46604,Sports,18,108.83,Debit Card,2.8,Active
1003,70,Female,Surat,52353,Beauty,59,288.92,Cash,2.8,Active
1004,54,Male,Mumbai,57737,Sports,23,353.16,UPI,4.2,Active
1005,43,Male,Hyderabad,52654,Groceries,58,312.69,Cash,2.8,Active
1006,60,Male,Surat,32521,Books,45,473.39,Debit Card,4.5,Active
1007,58,Female,Mumbai,111494,Footwear,59,251.81,Net Banking,1.5,Active
1008,41,Male,Mumbai,86112,Beauty,27,230.96,Online Wallet,1.8,Active
1009,20,Female,Ahmedabad,29593,Sports,25,178.39,Cash,4.4,Active
1010,18,Female,Mumbai,112943,Groceries,21,338.44,Cash,2.9,Active
1011,22,Male,Jaipur,106117,Footwear,46,475.51,Debit Card,2.9,Active
1012,35,Male,Delhi,22367,Clothing,12,154.13,Net Banking,4.0,Active
1013,60,Male,Pune,40119,Sports,23,97.19,UPI,1.1,Inactive
1014,31,Female,Ahmedabad,103203,Clothing,25,348.27,Cash,1.2,Active
1015,18,Male,Hyderabad,46442,Footwear,24,455.29,Debit Card,1.4,Active
1016,44,Male,Ahmedabad,64186,Footwear,44,337.79,Debit Card,4.8,Active
1017,24,Male,Delhi,25768,Books,33,62.77,Online Wallet,2.3,Inactive
1018,57,Male,Jaipur,71781,Books,8,123.88,Credit Card,2.4,Active
1019,43,Female,Ahmedabad,71011,Footwear,30,117.85,UPI,4.3,Active
1020,59,Female,Ahmedabad,28825,Footwear,27,157.75,Net Banking,3.0,Inactive
1021,63,Male,Pune,32418,Beauty,41,351.19,UPI,4.7,Inactive
1022,26,Female,Delhi,103277,Beauty,55,336.52,Credit Card,2.3,Active
1023,56,Female,Hyderabad,86981,Footwear,33,297.86,Credit Card,1.9,Active
1024,57,Male,Pune,50984,Books,49,129.34,Credit Card,1.2,Active
1025,41,Female,Pune,46478,Groceries,25,110.15,Credit Card,2.0,Active
1026,64,Female,Chennai,37598,Home Decor,21,325.37,Credit Card,3.1,Inactive
1027,59,Female,Ahmedabad,50016,Beauty,22,128.7,Net Banking,1.2,Active
1028,60,Male,Bengaluru,99700,Books,34,167.6,Cash,3.5,Active
1029,22,Female,Mumbai,45226,Electronics,41,496.09,Debit Card,1.5,Active
1030,29,Male,Bengaluru,86509,Clothing,28,365.24,Online Wallet,1.7,Active
1031,30,Male,Hyderabad,43125,Footwear,20,149.82,Cash,4.9,Active
1032,68,Female,Mumbai,67131,Books,25,92.21,Cash,2.7,Active
1033,57,Female,Delhi,83176,Electronics,49,196.9,Credit Card,4.0,Active
1034,37,Male,Jaipur,115243,Groceries,17,196.42,Online Wallet,2.8,Active
1035,42,Female,Mumbai,63677,Groceries,46,239.94,Debit Card,4.7,Active
1036,18,Male,Jaipur,115730,Beauty,32,208.23,Cash,4.8,Active
1037,65,Female,Hyderabad,84166,Home Decor,42,493.89,Credit Card,2.6,Active
1038,20,Male,Hyderabad,94135,Groceries,13,383.85,Online Wallet,4.1,Active
1039,66,Female,Jaipur,112946,Sports,41,347.36,UPI,1.2,Active
1040,42,Female,Bengaluru,51765,Sports,3,461.52,Online Wallet,3.5,Inactive
1041,62,Male,Pune,99355,Sports,44,82.21,Debit Card,3.4,Active
1042,60,Male,Ahmedabad,35300,Clothing,42,358.69,Cash,2.6,Inactive
1043,23,Male,Hyderabad,41734,Books,17,349.0,Net Banking,4.9,Inactive
1044,42,Female,Hyderabad,118626,Clothing,7,321.73,Online Wallet,4.3,Active
1045,31,Female,Pune,20841,Groceries,53,250.94,Credit Card,1.3,Inactive
1046,51,Female,Pune,116081,Books,11,96.44,Debit Card,3.8,Active
1047,30,Female,Delhi,85878,Clothing,29,287.88,Debit Card,1.7,Active
1048,21,Male,Bengaluru,53993,Books,29,317.15,Net Banking,1.4,Active
1049,58,Male,Mumbai,58420,Clothing,25,71.09,Credit Card,2.4,Active
1050,55,Male,Kolkata,83595,Clothing,1,39.92,Credit Card,3.7,Inactive
1051,20,Male,Bengaluru,88463,Electronics,25,305.46,Online Wallet,4.7,Active
1052,48,Female,Surat,76289,Beauty,24,344.11,Online Wallet,5.0,Active
1053,70,Male,Chennai,107173,Books,25,309.3,Online Wallet,4.5,Active
1054,69,Male,Ahmedabad,79889,Books,47,419.36,Debit Card,1.1,Active
1055,25,Female,Bengaluru,68290,Sports,40,346.23,Cash,3.1,Active
1056,60,Male,Ahmedabad,103633,Beauty,2,320.55,Credit Card,4.9,Inactive
1057,61,Female,Bengaluru,99529,Sports,26,372.21,Credit Card,2.4,Active
